Kueri Baseline;Kueri Refactored;Pola Properti Awal;Pola Properti Baru;Persentase Pengurangan;Jumlah Hasil;DBHits;Running Time
"MATCH (n3:writer)-[:ACTED_IN]->(n2:action), (n3:writer)-[:ACTED_IN]->(n4:drama), (n3:actress)-[:ARCHIVE_FOOTAGE_MAKER_OF]->(n1:horror) WHERE (n1.category=""video"" AND n3.birth=1919) OR (n4.category=""tvMovie"" AND n3.death=1998) OR (n4.year=1954 AND n1.year=1999) RETURN count(n1)";"CALL () {
  MATCH (n3:writer)-[:ACTED_IN]->(n2:action), (n3:writer)-[:ACTED_IN]->(n4:drama), (n3:actress)-[:ARCHIVE_FOOTAGE_MAKER_OF]->(n1:horror)-[:HAS_CATEGORY]->(:video), (n3)-[:BORN_IN]->(:year_1919)
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n3:writer)-[:ACTED_IN]->(n2:action), (n3:writer)-[:ACTED_IN]->(n4:drama)-[:HAS_CATEGORY]->(:tvMovie), (n3:actress)-[:ARCHIVE_FOOTAGE_MAKER_OF]->(n1:horror), (n3)-[:DIED_IN]->(:year_1998)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n3:writer)-[:ACTED_IN]->(n2:action), (n3:writer)-[:ACTED_IN]->(n4:drama)-[:RELEASED_IN]->(:year_1954), (n3:actress)-[:ARCHIVE_FOOTAGE_MAKER_OF]->(n1:horror)-[:RELEASED_IN]->(:year_1999)
  RETURN count(*) AS t3
}
CALL () {
  MATCH (n3:writer)-[:ACTED_IN]->(n2:action), (n3:writer)-[:ACTED_IN]->(n4:drama)-[:HAS_CATEGORY]->(:tvMovie), (n3:actress)-[:ARCHIVE_FOOTAGE_MAKER_OF]->(n1:horror)-[:HAS_CATEGORY]->(:video), (n3)-[:BORN_IN]->(:year_1919), (n3)-[:DIED_IN]->(:year_1998)
  RETURN count(*) AS t12
}
CALL () {
  MATCH (n3:writer)-[:ACTED_IN]->(n2:action), (n3:writer)-[:ACTED_IN]->(n4:drama)-[:RELEASED_IN]->(:year_1954), (n3:actress)-[:ARCHIVE_FOOTAGE_MAKER_OF]->(n1:horror)-[:HAS_CATEGORY]->(:video), (n1)-[:RELEASED_IN]->(:year_1999), (n3)-[:BORN_IN]->(:year_1919)
  RETURN count(*) AS t13
}
CALL () {
  MATCH (n3:writer)-[:ACTED_IN]->(n2:action), (n3:writer)-[:ACTED_IN]->(n4:drama)-[:HAS_CATEGORY]->(:tvMovie), (n3:actress)-[:ARCHIVE_FOOTAGE_MAKER_OF]->(n1:horror)-[:RELEASED_IN]->(:year_1999), (n4)-[:RELEASED_IN]->(:year_1954), (n3)-[:DIED_IN]->(:year_1998)
  RETURN count(*) AS t23
}
CALL () {
  MATCH (n3:writer)-[:ACTED_IN]->(n2:action), (n3:writer)-[:ACTED_IN]->(n4:drama)-[:HAS_CATEGORY]->(:tvMovie), (n3:actress)-[:ARCHIVE_FOOTAGE_MAKER_OF]->(n1:horror)-[:HAS_CATEGORY]->(:video), (n1)-[:RELEASED_IN]->(:year_1999), (n3)-[:BORN_IN]->(:year_1919), (n3)-[:DIED_IN]->(:year_1998), (n4)-[:RELEASED_IN]->(:year_1954)
  RETURN count(*) AS t123
}
RETURN t1 + t2 + t3 - t12 - t13 - t23 + t123 AS total";(A AND B) OR (C AND D) OR (E AND F);-;100%;17;144382;180.5
"MATCH (n2:composer)-[:COMPOSED]->(n4:drama), (n2:music_department)-[:COMPOSED]->(n3:crime), (n2:composer)-[:COMPOSED]->(n1:documentary) WHERE (n4.year=1964 AND n2.death=1991) OR (n3.category=""movie"" AND n3.year=1962) OR (n4.category=""movie"" AND n1.year=1960) RETURN count(n1)";"CALL () {
  MATCH (n2:composer)-[:COMPOSED]->(n4:drama)-[:RELEASED_IN]->(:year_1964), (n2:music_department)-[:COMPOSED]->(n3:crime), (n2:composer)-[:COMPOSED]->(n1:documentary), (n2)-[:DIED_IN]->(:year_1991)
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n2:composer)-[:COMPOSED]->(n4:drama), (n2:music_department)-[:COMPOSED]->(n3:crime)-[:HAS_CATEGORY]->(:movie), (n2:composer)-[:COMPOSED]->(n1:documentary), (n3)-[:RELEASED_IN]->(:year_1962)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n2:composer)-[:COMPOSED]->(n4:drama)-[:HAS_CATEGORY]->(:movie), (n2:music_department)-[:COMPOSED]->(n3:crime), (n2:composer)-[:COMPOSED]->(n1:documentary)-[:RELEASED_IN]->(:year_1960)
  RETURN count(*) AS t3
}
CALL () {
  MATCH (n2:composer)-[:COMPOSED]->(n4:drama)-[:RELEASED_IN]->(:year_1964), (n2:music_department)-[:COMPOSED]->(n3:crime)-[:HAS_CATEGORY]->(:movie), (n2:composer)-[:COMPOSED]->(n1:documentary), (n2)-[:DIED_IN]->(:year_1991), (n3)-[:RELEASED_IN]->(:year_1962)
  RETURN count(*) AS t12
}
CALL () {
  MATCH (n2:composer)-[:COMPOSED]->(n4:drama)-[:RELEASED_IN]->(:year_1964), (n2:music_department)-[:COMPOSED]->(n3:crime), (n2:composer)-[:COMPOSED]->(n1:documentary)-[:RELEASED_IN]->(:year_1960), (n4)-[:HAS_CATEGORY]->(:movie), (n2)-[:DIED_IN]->(:year_1991)
  RETURN count(*) AS t13
}
CALL () {
  MATCH (n2:composer)-[:COMPOSED]->(n4:drama)-[:HAS_CATEGORY]->(:movie), (n2:music_department)-[:COMPOSED]->(n3:crime)-[:HAS_CATEGORY]->(:movie), (n2:composer)-[:COMPOSED]->(n1:documentary)-[:RELEASED_IN]->(:year_1960), (n3)-[:RELEASED_IN]->(:year_1962)
  RETURN count(*) AS t23
}
CALL () {
  MATCH (n2:composer)-[:COMPOSED]->(n4:drama)-[:RELEASED_IN]->(:year_1964), (n2:music_department)-[:COMPOSED]->(n3:crime)-[:HAS_CATEGORY]->(:movie), (n2:composer)-[:COMPOSED]->(n1:documentary)-[:RELEASED_IN]->(:year_1960), (n4)-[:HAS_CATEGORY]->(:movie), (n2)-[:DIED_IN]->(:year_1991), (n3)-[:RELEASED_IN]->(:year_1962)
  RETURN count(*) AS t123
}
RETURN t1 + t2 + t3 - t12 - t13 - t23 + t123 AS total";(A AND B) OR (C AND D) OR (E AND F);-;100%;133260;3520437;745.1
"MATCH (n3:music_department)-[:COMPOSED]->(n2:comedy), (n3:soundtrack)-[:COMPOSED]->(n4:drama), (n3:composer)-[:COMPOSED]->(n1:comedy) WHERE (n2.category=""short"" AND n4.category=""short"") OR (n3.birth=1953 AND n4.year=2013) OR (n1.category=""tvMovie"" AND n3.name=""Stephen Warbeck"") RETURN count(n1)";"CALL () {
  MATCH (n3:music_department)-[:COMPOSED]->(n2:comedy)-[:HAS_CATEGORY]->(:short), (n3:soundtrack)-[:COMPOSED]->(n4:drama)-[:HAS_CATEGORY]->(:short), (n3:composer)-[:COMPOSED]->(n1:comedy)
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n3:music_department)-[:COMPOSED]->(n2:comedy), (n3:soundtrack)-[:COMPOSED]->(n4:drama)-[:RELEASED_IN]->(:year_2013), (n3:composer)-[:COMPOSED]->(n1:comedy), (n3)-[:BORN_IN]->(:year_1953)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n3:music_department)-[:COMPOSED]->(n2:comedy), (n3:soundtrack)-[:COMPOSED]->(n4:drama), (n3:composer)-[:COMPOSED]->(n1:comedy)-[:HAS_CATEGORY]->(:tvMovie)
  WHERE n3.name=""Stephen Warbeck""
  RETURN count(*) AS t3
}
CALL () {
  MATCH (n3:music_department)-[:COMPOSED]->(n2:comedy)-[:HAS_CATEGORY]->(:short), (n3:soundtrack)-[:COMPOSED]->(n4:drama)-[:HAS_CATEGORY]->(:short), (n3:composer)-[:COMPOSED]->(n1:comedy), (n4)-[:RELEASED_IN]->(:year_2013), (n3)-[:BORN_IN]->(:year_1953)
  RETURN count(*) AS t12
}
CALL () {
  MATCH (n3:music_department)-[:COMPOSED]->(n2:comedy)-[:HAS_CATEGORY]->(:short), (n3:soundtrack)-[:COMPOSED]->(n4:drama)-[:HAS_CATEGORY]->(:short), (n3:composer)-[:COMPOSED]->(n1:comedy)-[:HAS_CATEGORY]->(:tvMovie)
  WHERE n3.name=""Stephen Warbeck""
  RETURN count(*) AS t13
}
CALL () {
  MATCH (n3:music_department)-[:COMPOSED]->(n2:comedy), (n3:soundtrack)-[:COMPOSED]->(n4:drama)-[:RELEASED_IN]->(:year_2013), (n3:composer)-[:COMPOSED]->(n1:comedy)-[:HAS_CATEGORY]->(:tvMovie), (n3)-[:BORN_IN]->(:year_1953)
  WHERE n3.name=""Stephen Warbeck""
  RETURN count(*) AS t23
}
CALL () {
  MATCH (n3:music_department)-[:COMPOSED]->(n2:comedy)-[:HAS_CATEGORY]->(:short), (n3:soundtrack)-[:COMPOSED]->(n4:drama)-[:HAS_CATEGORY]->(:short), (n3:composer)-[:COMPOSED]->(n1:comedy)-[:HAS_CATEGORY]->(:tvMovie), (n4)-[:RELEASED_IN]->(:year_2013), (n3)-[:BORN_IN]->(:year_1953)
  WHERE n3.name=""Stephen Warbeck""
  RETURN count(*) AS t123
}
RETURN t1 + t2 + t3 - t12 - t13 - t23 + t123 AS total";(A AND B) OR (C AND D) OR (E AND F);A;83%;TIMEOUT;TIMEOUT;TIMEOUT
"MATCH (n3:actor)-[:ACTED_IN]->(n2:thriller), (n3:actor)-[:ACTED_IN]->(n1:drama) WHERE (n2.year=1988 AND n3.birth=1922 AND n1.category=""tvSeries"") OR (n3.death=1992 AND n2.category=""tvMiniSeries"" AND n3.name=""Denholm Elliott"") RETURN count(n1)";"CALL () {
  MATCH (n3:actor)-[:ACTED_IN]->(n2:thriller)-[:RELEASED_IN]->(:year_1988), (n3:actor)-[:ACTED_IN]->(n1:drama)-[:HAS_CATEGORY]->(:tvSeries), (n3)-[:BORN_IN]->(:year_1922)
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n3:actor)-[:ACTED_IN]->(n2:thriller)-[:HAS_CATEGORY]->(:tvMiniSeries), (n3:actor)-[:ACTED_IN]->(n1:drama), (n3)-[:DIED_IN]->(:year_1992)
  WHERE n3.name=""Denholm Elliott""
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n3:actor)-[:ACTED_IN]->(n2:thriller)-[:RELEASED_IN]->(:year_1988), (n3:actor)-[:ACTED_IN]->(n1:drama)-[:HAS_CATEGORY]->(:tvSeries), (n2)-[:HAS_CATEGORY]->(:tvMiniSeries), (n3)-[:BORN_IN]->(:year_1922), (n3)-[:DIED_IN]->(:year_1992)
  WHERE n3.name=""Denholm Elliott""
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";(A AND B AND C) OR (D AND E AND F);A;83%;321;171415;137.1
"MATCH (n1:music_department)-[:COMPOSED]->(n3:drama), (n1:soundtrack)-[:COMPOSED]->(n2:comedy) WHERE (n3.year=1975 AND n1.death=0 AND n1.name=""Franco Micalizzi"") OR (n3.category=""movie"" AND n1.birth=1939 AND n2.year=1983) RETURN count(n1)";"CALL () {
  MATCH (n1:music_department)-[:COMPOSED]->(n3:drama)-[:RELEASED_IN]->(:year_1975), (n1:soundtrack)-[:COMPOSED]->(n2:comedy), (n1)-[:DIED_IN]->(:year_0)
  WHERE n1.name=""Franco Micalizzi""
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n1:music_department)-[:COMPOSED]->(n3:drama)-[:HAS_CATEGORY]->(:movie), (n1:soundtrack)-[:COMPOSED]->(n2:comedy)-[:RELEASED_IN]->(:year_1983), (n1)-[:BORN_IN]->(:year_1939)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n1:music_department)-[:COMPOSED]->(n3:drama)-[:RELEASED_IN]->(:year_1975), (n1:soundtrack)-[:COMPOSED]->(n2:comedy)-[:RELEASED_IN]->(:year_1983), (n3)-[:HAS_CATEGORY]->(:movie), (n1)-[:DIED_IN]->(:year_0), (n1)-[:BORN_IN]->(:year_1939)
  WHERE n1.name=""Franco Micalizzi""
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";(A AND B AND C) OR (D AND E AND F);A;83%;1019;162308;123.2
"MATCH (n3:actor)-[:ACTED_IN]->(n2:drama), (n3:actor)-[:ACTED_IN]->(n4:documentary), (n3:actor)-[:ACTED_IN]->(n1:music) WHERE (n2.year=1964 AND n3.birth=1945 AND n4.category=""tvMovie"") OR (n3.death=2009 AND n3.name=""Bernard Arcand"" AND n1.year=2009) RETURN count(n1)";"CALL () {
  MATCH (n3:actor)-[:ACTED_IN]->(n2:drama)-[:RELEASED_IN]->(:year_1964), (n3:actor)-[:ACTED_IN]->(n4:documentary)-[:HAS_CATEGORY]->(:tvMovie), (n3:actor)-[:ACTED_IN]->(n1:music), (n3)-[:BORN_IN]->(:year_1945)
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n3:actor)-[:ACTED_IN]->(n2:drama), (n3:actor)-[:ACTED_IN]->(n4:documentary), (n3:actor)-[:ACTED_IN]->(n1:music)-[:RELEASED_IN]->(:year_2009), (n3)-[:DIED_IN]->(:year_2009)
  WHERE n3.name=""Bernard Arcand""
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n3:actor)-[:ACTED_IN]->(n2:drama)-[:RELEASED_IN]->(:year_1964), (n3:actor)-[:ACTED_IN]->(n4:documentary)-[:HAS_CATEGORY]->(:tvMovie), (n3:actor)-[:ACTED_IN]->(n1:music)-[:RELEASED_IN]->(:year_2009), (n3)-[:BORN_IN]->(:year_1945), (n3)-[:DIED_IN]->(:year_2009)
  WHERE n3.name=""Bernard Arcand""
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";(A AND B AND C) OR (D AND E AND F);A;83%;42;482179;297.1
"MATCH (n3:producer)-[:ACTED_IN]->(n1:comedy), (n3:actress)-[:ACTED_IN]->(n2:romance) WHERE (n2.year=2001 AND n3.name=""Natasha Richardson"" AND n1.year=1991) OR (n2.category=""movie"" AND n3.birth=1963 AND n1.category=""movie"") RETURN count(n1)";"CALL () {
  MATCH (n3:producer)-[:ACTED_IN]->(n1:comedy)-[:RELEASED_IN]->(:year_1991), (n3:actress)-[:ACTED_IN]->(n2:romance)-[:RELEASED_IN]->(:year_2001)
  WHERE n3.name=""Natasha Richardson""
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n3:producer)-[:ACTED_IN]->(n1:comedy)-[:HAS_CATEGORY]->(:movie), (n3:actress)-[:ACTED_IN]->(n2:romance)-[:HAS_CATEGORY]->(:movie), (n3)-[:BORN_IN]->(:year_1963)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n3:producer)-[:ACTED_IN]->(n1:comedy)-[:RELEASED_IN]->(:year_1991), (n3:actress)-[:ACTED_IN]->(n2:romance)-[:RELEASED_IN]->(:year_2001), (n2)-[:HAS_CATEGORY]->(:movie), (n1)-[:HAS_CATEGORY]->(:movie), (n3)-[:BORN_IN]->(:year_1963)
  WHERE n3.name=""Natasha Richardson""
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";(A AND B AND C) OR (D AND E AND F);A;83%;1495;533939;245.0
"MATCH (n1:actress)-[:ACTED_IN]->(n3:reality_tv), (n1:writer)-[:ACTED_IN]->(n2:horror) WHERE (n3.category=""tvSeries"" AND n1.name=""Clare Kramer"" AND n2.year=2006) OR (n2.category=""movie"" AND n1.death=0 AND n1.birth=1974) RETURN count(n1)";"CALL () {
  MATCH (n1:actress)-[:ACTED_IN]->(n3:reality_tv)-[:HAS_CATEGORY]->(:tvSeries), (n1:writer)-[:ACTED_IN]->(n2:horror)-[:RELEASED_IN]->(:year_2006)
  WHERE n1.name=""Clare Kramer""
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n1:actress)-[:ACTED_IN]->(n3:reality_tv), (n1:writer)-[:ACTED_IN]->(n2:horror)-[:HAS_CATEGORY]->(:movie), (n1)-[:DIED_IN]->(:year_0), (n1)-[:BORN_IN]->(:year_1974)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n1:actress)-[:ACTED_IN]->(n3:reality_tv)-[:HAS_CATEGORY]->(:tvSeries), (n1:writer)-[:ACTED_IN]->(n2:horror)-[:RELEASED_IN]->(:year_2006), (n2)-[:HAS_CATEGORY]->(:movie), (n1)-[:DIED_IN]->(:year_0), (n1)-[:BORN_IN]->(:year_1974)
  WHERE n1.name=""Clare Kramer""
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";(A AND B AND C) OR (D AND E AND F);A;83%;33;793959;1246.0
"MATCH (n2:writer)-[:ACTED_IN]->(n3:action), (n2:producer)-[:ACTED_IN]->(n1:comedy) WHERE (n3.year=2003 AND n2.birth=1975 AND n3.category=""movie"") OR (n2.death=0 AND n1.year=2005 AND n1.category=""movie"") RETURN count(n1)";"CALL () {
  MATCH (n2:writer)-[:ACTED_IN]->(n3:action)-[:RELEASED_IN]->(:year_2003), (n2:producer)-[:ACTED_IN]->(n1:comedy), (n3)-[:HAS_CATEGORY]->(:movie), (n2)-[:BORN_IN]->(:year_1975)
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n2:writer)-[:ACTED_IN]->(n3:action), (n2:producer)-[:ACTED_IN]->(n1:comedy)-[:RELEASED_IN]->(:year_2005), (n2)-[:DIED_IN]->(:year_0), (n1)-[:HAS_CATEGORY]->(:movie)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n2:writer)-[:ACTED_IN]->(n3:action)-[:RELEASED_IN]->(:year_2003), (n2:producer)-[:ACTED_IN]->(n1:comedy)-[:RELEASED_IN]->(:year_2005), (n3)-[:HAS_CATEGORY]->(:movie), (n2)-[:BORN_IN]->(:year_1975), (n2)-[:DIED_IN]->(:year_0), (n1)-[:HAS_CATEGORY]->(:movie)
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";(A AND B AND C) OR (D AND E AND F);-;100%;5165;910468;752.1
"MATCH (n1:cinematographer)-[:CINEMATOGRAPHER_OF]->(n2:documentary), (n1:camera_department)-[:CINEMATOGRAPHER_OF]->(n3:comedy) WHERE (n3.year=1957 AND n2.category=""movie"" AND n1.birth=1922) OR (n2.year=1957 AND n1.death=2005 AND n3.category=""movie"") RETURN count(n1)";"CALL () {
  MATCH (n1:cinematographer)-[:CINEMATOGRAPHER_OF]->(n2:documentary)-[:HAS_CATEGORY]->(:movie), (n1:camera_department)-[:CINEMATOGRAPHER_OF]->(n3:comedy)-[:RELEASED_IN]->(:year_1957), (n1)-[:BORN_IN]->(:year_1922)
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n1:cinematographer)-[:CINEMATOGRAPHER_OF]->(n2:documentary)-[:RELEASED_IN]->(:year_1957), (n1:camera_department)-[:CINEMATOGRAPHER_OF]->(n3:comedy)-[:HAS_CATEGORY]->(:movie), (n1)-[:DIED_IN]->(:year_2005)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n1:cinematographer)-[:CINEMATOGRAPHER_OF]->(n2:documentary)-[:HAS_CATEGORY]->(:movie), (n1:camera_department)-[:CINEMATOGRAPHER_OF]->(n3:comedy)-[:RELEASED_IN]->(:year_1957), (n3)-[:HAS_CATEGORY]->(:movie), (n2)-[:RELEASED_IN]->(:year_1957), (n1)-[:BORN_IN]->(:year_1922), (n1)-[:DIED_IN]->(:year_2005)
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";(A AND B AND C) OR (D AND E AND F);-;100%;41;37023;101.8
"MATCH (n2:soundtrack)-[:ACTED_IN]->(n1:crime), (n2:soundtrack)-[:ACTED_IN]->(n3:drama) WHERE (n2.death=1956 AND n3.category=""movie"" AND n1.year=1931) OR (n2.name=""Bela Lugosi"" AND n1.category=""movie"" AND n3.year=1920) RETURN count(n1)";"CALL () {
  MATCH (n2:soundtrack)-[:ACTED_IN]->(n1:crime)-[:RELEASED_IN]->(:year_1931), (n2:soundtrack)-[:ACTED_IN]->(n3:drama)-[:HAS_CATEGORY]->(:movie), (n2)-[:DIED_IN]->(:year_1956)
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n2:soundtrack)-[:ACTED_IN]->(n1:crime)-[:HAS_CATEGORY]->(:movie), (n2:soundtrack)-[:ACTED_IN]->(n3:drama)-[:RELEASED_IN]->(:year_1920)
  WHERE n2.name=""Bela Lugosi""
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n2:soundtrack)-[:ACTED_IN]->(n1:crime)-[:RELEASED_IN]->(:year_1931), (n2:soundtrack)-[:ACTED_IN]->(n3:drama)-[:HAS_CATEGORY]->(:movie), (n2)-[:DIED_IN]->(:year_1956), (n3)-[:RELEASED_IN]->(:year_1920), (n1)-[:HAS_CATEGORY]->(:movie)
  WHERE n2.name=""Bela Lugosi""
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";(A AND B AND C) OR (D AND E AND F);A;83%;238;38258;62.3
"MATCH (n1:costume_designer)-[:ACTED_IN]->(n3:documentary), (n1:costume_designer)-[:ARCHIVE_FOOTAGE_MAKER_OF]->(n2:adult) WHERE (n1.death=0 AND n3.category=""movie"" AND n2.year=1983) OR (n3.year=2016 AND n1.birth=1950 AND n2.category=""movie"") RETURN count(n1)";"CALL () {
  MATCH (n1:costume_designer)-[:ACTED_IN]->(n3:documentary)-[:HAS_CATEGORY]->(:movie), (n1:costume_designer)-[:ARCHIVE_FOOTAGE_MAKER_OF]->(n2:adult)-[:RELEASED_IN]->(:year_1983), (n1)-[:DIED_IN]->(:year_0)
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n1:costume_designer)-[:ACTED_IN]->(n3:documentary)-[:RELEASED_IN]->(:year_2016), (n1:costume_designer)-[:ARCHIVE_FOOTAGE_MAKER_OF]->(n2:adult)-[:HAS_CATEGORY]->(:movie), (n1)-[:BORN_IN]->(:year_1950)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n1:costume_designer)-[:ACTED_IN]->(n3:documentary)-[:HAS_CATEGORY]->(:movie), (n1:costume_designer)-[:ARCHIVE_FOOTAGE_MAKER_OF]->(n2:adult)-[:RELEASED_IN]->(:year_1983), (n1)-[:DIED_IN]->(:year_0), (n1)-[:BORN_IN]->(:year_1950), (n3)-[:RELEASED_IN]->(:year_2016), (n2)-[:HAS_CATEGORY]->(:movie)
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";(A AND B AND C) OR (D AND E AND F);-;100%;3;33920;146.7
"MATCH (n2:actress)-[:ACTED_IN]->(n1:comedy), (n2:producer)-[:ACTED_IN]->(n3:crime) WHERE (n2.name=""Sandra Bullock"" AND n1.year=1999 AND n2.birth=1964) OR (n3.year=2006 AND n3.category=""movie"" AND n2.death=0) RETURN count(n1)";"CALL () {
  MATCH (n2:actress)-[:ACTED_IN]->(n1:comedy)-[:RELEASED_IN]->(:year_1999), (n2:producer)-[:ACTED_IN]->(n3:crime), (n2)-[:BORN_IN]->(:year_1964)
  WHERE n2.name=""Sandra Bullock""
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n2:actress)-[:ACTED_IN]->(n1:comedy), (n2:producer)-[:ACTED_IN]->(n3:crime)-[:RELEASED_IN]->(:year_2006), (n3)-[:HAS_CATEGORY]->(:movie), (n2)-[:DIED_IN]->(:year_0)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n2:actress)-[:ACTED_IN]->(n1:comedy)-[:RELEASED_IN]->(:year_1999), (n2:producer)-[:ACTED_IN]->(n3:crime)-[:RELEASED_IN]->(:year_2006), (n2)-[:BORN_IN]->(:year_1964), (n2)-[:DIED_IN]->(:year_0), (n3)-[:HAS_CATEGORY]->(:movie)
  WHERE n2.name=""Sandra Bullock""
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";(A AND B AND C) OR (D AND E AND F);A;83%;5824;4481225;4462.5
"MATCH (n1:actor)-[:ACTED_IN]->(n2:comedy), (n1:actor)-[:ACTED_IN]->(n3:drama) WHERE (n1.birth=1936 AND n3.category=""tvMovie"" AND n1.name=""AntÃ³nio Anjos"") OR (n3.year=1963 AND n2.category=""tvMovie"" AND n2.year=1957) RETURN count(n1)";"CALL () {
  MATCH (n1:actor)-[:ACTED_IN]->(n2:comedy), (n1:actor)-[:ACTED_IN]->(n3:drama)-[:HAS_CATEGORY]->(:tvMovie), (n1)-[:BORN_IN]->(:year_1936)
  WHERE n1.name=""AntÃ³nio Anjos""
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n1:actor)-[:ACTED_IN]->(n2:comedy)-[:HAS_CATEGORY]->(:tvMovie), (n1:actor)-[:ACTED_IN]->(n3:drama)-[:RELEASED_IN]->(:year_1963), (n2)-[:RELEASED_IN]->(:year_1957)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n1:actor)-[:ACTED_IN]->(n2:comedy)-[:HAS_CATEGORY]->(:tvMovie), (n1:actor)-[:ACTED_IN]->(n3:drama)-[:HAS_CATEGORY]->(:tvMovie), (n1)-[:BORN_IN]->(:year_1936), (n3)-[:RELEASED_IN]->(:year_1963), (n2)-[:RELEASED_IN]->(:year_1957)
  WHERE n1.name=""AntÃ³nio Anjos""
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";(A AND B AND C) OR (D AND E AND F);A;83%;250;186137;192.5
"MATCH (n3:director)-[:WROTE]->(n1:biography), (n3:director)-[:ACTED_IN]->(n4:family), (n3:actor)-[:DIRECTED]->(n2:biography) WHERE (n4.category=""short"" AND n1.year=0 AND n2.year=1994) OR (n1.category=""movie"" AND n3.death=0 AND n3.name=""Shekhar Kapur"") RETURN count(n1)";"CALL () {
  MATCH (n3:director)-[:WROTE]->(n1:biography)-[:RELEASED_IN]->(:year_0), (n3:director)-[:ACTED_IN]->(n4:family)-[:HAS_CATEGORY]->(:short), (n3:actor)-[:DIRECTED]->(n2:biography)-[:RELEASED_IN]->(:year_1994)
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n3:director)-[:WROTE]->(n1:biography)-[:HAS_CATEGORY]->(:movie), (n3:director)-[:ACTED_IN]->(n4:family), (n3:actor)-[:DIRECTED]->(n2:biography), (n3)-[:DIED_IN]->(:year_0)
  WHERE n3.name=""Shekhar Kapur""
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n3:director)-[:WROTE]->(n1:biography)-[:RELEASED_IN]->(:year_0), (n3:director)-[:ACTED_IN]->(n4:family)-[:HAS_CATEGORY]->(:short), (n3:actor)-[:DIRECTED]->(n2:biography)-[:RELEASED_IN]->(:year_1994), (n1)-[:HAS_CATEGORY]->(:movie), (n3)-[:DIED_IN]->(:year_0)
  WHERE n3.name=""Shekhar Kapur""
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";(A AND B AND C) OR (D AND E AND F);A;83%;4;490522;1151.0
